gene,logFC,AveExpr,t,PValue,FDR,B
PDP2,0.294788371835988,5.379950045341747,1.5129453891430398,0.1588525344146654,0.4174514678338703,-5.968589573664439
CEP120,-0.1319234408315311,7.818676593499549,-1.5128109034318127,0.15888627128164495,0.41747291047311796,-5.9687715851353325
DEPDC7,-0.20522527318031025,5.212839993860142,-1.5125993719566202,0.15893934825201253,0.4175451540591258,-5.969057848244679
PPEF2,0.2636592157202735,2.5285944728566028,1.5123073585986642,0.15901264471690388,0.4176704839184592,-5.969452983872607
NDST4,0.2851225586381836,1.818757876122263,1.5120899955271792,0.15906722263505083,0.41774661429594523,-5.9697470748914405
COIL,-0.3157062196160251,3.7606863300777427,-1.511805654128381,0.15913864264468258,0.41786694421597637,-5.970131745781811
PLVAP,-0.2805440708460835,2.417388903522737,-1.5115006396556927,0.15921528605175336,0.4179481600042129,-5.970544331994686
CCDC92,-0.26921615836715357,3.714947892399568,-1.5114787591092467,0.15922078537594633,0.4179481600042129,-5.970573927239345
ANXA1,-0.09621086969849955,12.020936250881444,-1.5112364629951118,0.15928169358594388,0.41804081085540695,-5.970901634128287
VMN1R191,0.22593870685936174,1.7227607656841224,1.511054450709931,0.1593274609314836,0.4180937005343529,-5.971147784347465
GM7609,0.2964525829698207,5.351165990866747,1.5106920444526057,0.15941862252219188,0.4182656738156592,-5.971637838856445
ZFP385C,0.2560928865018142,4.1047198124118776,1.510541805911203,0.15945642752907202,0.41829762297163503,-5.971840972654803
RSPO3,0.30390311903702916,2.2383791067693344,1.5103022024458914,0.15951673574098307,0.41838858440693005,-5.972164907383631
PODN,0.27213568755036466,2.638041077853287,1.5097698042402263,0.1596508109338545,0.41867296530565123,-5.972884569862044
RTKN,-0.27988277685068047,2.358092777990367,-1.5096436963533266,0.15968258325573842,0.41868901588757634,-5.973055010427922
TET2,0.12555473044082108,8.19095270382895,1.509448750061086,0.1597317098526673,0.41875055705352326,-5.973318471027344
RP9,-0.14732776345714535,8.80550366125677,-1.5088873517705388,0.15987325551339418,0.4190070179733334,-5.974077050398474
SSBP2,-0.16888651655916403,6.205896861302797,-1.508857127466586,0.15988087905513543,0.4190070179733334,-5.9741178852411
SCUBE3,0.3346588263930008,2.1772612074307047,1.5085275307307442,0.1599640343305636,0.4191008710451172,-5.974563155610504
RPS26,-0.3106668114724017,1.642748274531063,-1.50851163860285,0.1599680447623502,0.4191008710451172,-5.9745846235615865
LUC7L3,0.11033996075013595,8.3946854229813,1.5082898190339846,0.16002403073667462,0.4191802647542936,-5.974884254145428
CDK15,0.27002996698661735,4.953902628718538,1.5080834173708113,0.16007614051289298,0.4192494809774453,-5.975163032701984
RPP21,-0.19196247243727707,5.659922651842677,-1.5076004179434002,0.16019813957117585,0.41950169004985277,-5.975815303880539
SRP72,0.08833725173585012,9.779025740447706,1.5072736339136608,0.16028072626525747,0.4196308884012099,-5.976256535354574
MAPRE3,0.2657243355255546,4.853431909327043,1.5072017562114168,0.16029889653115695,0.4196308884012099,-5.9763535779624455
TFE3,-0.10064684039423148,9.291139433754083,-1.5066877699056487,0.1604288811038142,0.4199038161283604,-5.977047426792145
SH3D19,-0.24407478470713245,4.91948553261411,-1.506484975038329,0.16048019193381624,0.4199707700406844,-5.977321144568634
AP2M1,0.10159456085188703,9.958171517604072,1.5060636546826534,0.16058683900623938,0.42018249218657244,-5.9778897354477545
TBX21,0.34162979453199294,3.0810828018574576,1.5057086003980285,0.16067675990083802,0.42035038870034913,-5.978368816815344
TMEM11,-0.2307246175488502,5.284167328873952,-1.505142746347225,0.1608201576421621,0.42061916131226756,-5.97913218209789
PLEKHA4,0.36673106160601604,4.771140574647751,1.5050700446318004,0.16083858958504818,0.42061916131226756,-5.979230246773364
SLC45A3,0.26026649517818606,2.459723538076009,1.5049941293705738,0.1608578381978058,0.42061916131226756,-5.979332642787291
FOXJ2,0.11838571281212276,8.116957508254387,1.5048965721207617,0.16088257713959603,0.42061916131226756,-5.97946422500214
RASAL1,-0.24397128779267027,2.5624784668748326,-1.5047821525193912,0.16091159628328072,0.42062765447400835,-5.979618543551947
FOXH1,-0.3647831122341039,2.700284460051498,-1.5042980721854813,0.1610344188917149,0.4208813106726294,-5.980271341568945
THAP1,0.2329134704576928,5.459423014195573,1.5041752628844391,0.16106559136738224,0.4208884261100164,-5.980436932108962
CXCL13,-0.25566170687911893,3.133546320907812,-1.5040295580828182,0.16110258211943274,0.4208884261100164,-5.980633382476189
ZP1,-0.24674083554580728,2.2734578300526858,-1.503883328341036,0.1611397135071211,0.4208884261100164,-5.980830528127817
CYP2D34,0.34273767624153306,3.319279329439424,1.5038810675597216,0.16114028763395985,0.4208884261100164,-5.98083357599515
NFKBIA,-0.16076210106659092,10.035571756559094,-1.5036016590753005,0.161211257178457,0.4209179939885922,-5.981210236913501
CRABP1,0.27428837158782016,2.64549905838975,1.5035507057320616,0.1612242021949554,0.4209179939885922,-5.981278920431512
CHRAC1,-0.1608988254267157,6.7457800671027215,-1.5035319278173267,0.16122897306804793,0.4209179939885922,-5.981304232092152
GSK3B,0.13231481995470531,9.40848382670865,1.502958908120554,0.16137461777010106,0.4210352238054824,-5.982076533898042
PPIF,0.16225966745676365,6.511885537215927,1.502948510126573,0.1613772616811041,0.4210352238054824,-5.98209054628296
TMEM117,0.3040818722770479,2.341608306466568,1.5029469382788438,0.16137766136005255,0.4210352238054824,-5.982092664506743
NXN,0.4062341968304374,3.9926090368892213,1.5028362961700112,0.16140579684163375,0.4210352238054824,-5.982241762305286
SULT2A7,-0.24046063228540662,0.9633212316281718,-1.5028251168728997,0.16140863989064272,0.4210352238054824,-5.982256826773175
ZFP747,-0.2358979583696915,6.4319016548051025,-1.5027330013244942,0.16143206778532498,0.4210352238054824,-5.9823809526979606
GRID2IP,0.2488592389514826,2.7581412327630868,1.502645024186307,0.16145444588889316,0.4210352238054824,-5.982499497468088
FBXW16,-0.22880627668104553,2.1741529788133365,-1.5022898809736709,0.16154480827350412,0.42113704304397315,-5.982977989027811
FSCN1,0.251843513101433,4.784038864181864,1.502288757743097,0.16154509413664478,0.42113704304397315,-5.9829795022617045
MS4A15,-0.2854571820095031,2.3835119520791004,-1.5021395043764216,0.16158308312542102,0.4211384141686184,-5.983180572173483
PRPH2,0.26713154949690504,3.2875131599449743,1.5019713616991037,0.16162588917633422,0.4211384141686184,-5.983407073603901
DRP2,0.27610029058622587,2.9872047287932473,1.5019116357257096,0.16164109666990273,0.4211384141686184,-5.983487525209169
CLEC11A,-0.2684762943385245,3.2993414838609336,-1.5018812749325752,0.1616488276416122,0.4211384141686184,-5.98352842076209
GSX2,0.2515054244714718,2.1597238224962485,1.5013135114081422,0.16179345979049806,0.4214479493617155,-5.984293090618778
DEXI,-0.22000845607611036,7.266622664018208,-1.500944475385956,0.1618875278747832,0.4215647221896236,-5.984790010908577
GNAZ,-0.38517734732546316,3.9921105568697413,-1.500934996127991,0.16188994477910554,0.4215647221896236,-5.984802774019199
SMNDC1,0.13182139896295522,8.069350501571035,1.5008097692279818,0.1619218765094612,0.42158061387580564,-5.9849713777133156
VMN2R22,0.24933081907720947,1.6444790439237698,1.5004410032177462,0.16201594004829048,0.42175824138248763,-5.985467825556948
ZFP397,-0.15186817238402664,6.913821140318411,-1.500126940269156,0.1620960872507023,0.42189959115068776,-5.985890567030555
MINPP1,0.12932092552328314,7.528862786652884,1.4998986657054827,0.16215436315137177,0.4219527835178728,-5.986197797548925
ERV3,0.23854316239298362,2.5957986389512375,1.4996679629951017,0.1622132772722615,0.4219527835178728,-5.986508265004613
E030018B13RIK,-0.23545469363767269,2.589249815104025,-1.4996281336146002,0.1622234502936487,0.4219527835178728,-5.986561862108514
UQCRC2,0.12376983114448681,9.247481829404784,1.4995712518233753,0.16223797970974377,0.4219527835178728,-5.986638404473731
SORCS1,0.2829677273827074,2.2943003483767495,1.499540704406633,0.16224578295295733,0.4219527835178728,-5.986679509490019
ZFP616,0.22752975612866866,1.7938319163626653,1.4985588560546559,0.16249676537282376,0.42251678819969035,-5.988000406143669
CELSR1,-0.28391759804077127,3.064351822466767,-1.49843700898999,0.16252793552812853,0.42251678819969035,-5.988164289511289
SYT11,-0.18317273528526237,6.115944182327055,-1.4983886479963844,0.16254030836330446,0.42251678819969035,-5.988229332259445
PSD4,0.12707706264593618,7.470583931506272,1.4981318025659125,0.16260603413910682,0.4225723360316098,-5.98857475153059
PNLDC1,-0.2218342471906275,2.085610318466528,-1.4981028014850049,0.16261345684441497,0.4225723360316098,-5.988613751277543
CDK4,-0.12770725716923442,8.91300793124233,-1.4978366801539735,0.16268158311352432,0.4226629287804561,-5.988971599850519
ERCC4,-0.1755920145538207,6.387605210408993,-1.4977220802790996,0.16271092791231717,0.4226629287804561,-5.989125687424069
MRPL23,-0.19600630701622948,6.928383390933249,-1.4976516398103294,0.1627289673791642,0.4226629287804561,-5.989220395747152
HEATR1,-0.14596995603310345,7.641747305043686,-1.4974598624162994,0.16277808938089602,0.4226629287804561,-5.989478228704503
DGCR6,0.2548376624896826,4.02114432306829,1.4974203939054165,0.16278820045854064,0.4226629287804561,-5.989531289016943
ANXA6,0.17000862485493193,9.36507177696446,1.4973599334877512,0.16280369031017813,0.4226629287804561,-5.989612568459453
SUMF1,0.10639303698885375,8.497374234249778,1.4965782023368093,0.16300408277738024,0.42311587771825704,-5.990663288448527
NLRP4F,-0.41391909234541063,1.4250042977916926,-1.4961519401455328,0.16311344219604076,0.42329513316706624,-5.991236073375088
WTIP,-0.2712332340090833,4.861228965226902,-1.4961068715516368,0.16312500843161662,0.42329513316706624,-5.9912966275312955
BCL2L12,0.17768374803546558,6.110277309904284,1.4958455049373476,0.16319209850600983,0.4234019125441253,-5.991647776108357
CBFA2T2,-0.19879713590995107,6.57205609856654,-1.495596623999653,0.16325600571725887,0.42342505058186974,-5.9919821126839485
ZFP276,0.16570049284623384,6.581417024467823,1.4954538274871263,0.16329268248190276,0.42342505058186974,-5.992173923274214
MPRIP,-0.12454106529560052,7.6860371480693495,-1.4953257306983279,0.1633255897113899,0.42342505058186974,-5.992345978329723
UCHL3,0.31967054836946257,1.8097444635704583,1.4953016070105605,0.16333178756816352,0.42342505058186974,-5.992378379328878
ACBD7,-0.295102345959608,2.5397673077381455,-1.4950549407294522,0.16339517267791073,0.42342505058186974,-5.992709661990888
ZFP217,-0.14613733969156534,7.220901324446945,-1.4950046360216636,0.16340810193003452,0.42342505058186974,-5.992777218822277
BDKRB2,0.29991917130465945,2.606418112552166,1.4949792530882797,0.16341462615362592,0.42342505058186974,-5.992811306329468
CRISP1,0.4539012490430691,1.9098345586430396,1.4949262707584712,0.16342824502498163,0.42342505058186974,-5.992882456676131
NARF,-0.11642659905516868,8.41727305269961,-1.4948232499387455,0.1634547288634878,0.42342505058186974,-5.99302079933241
RICTOR,0.1298888564697809,7.37779209543415,1.4948010495967539,0.16346043644874167,0.42342505058186974,-5.9930506104903305
PLA2G5,0.25357696991217105,3.294983467800576,1.4943376916946203,0.16357960236533908,0.42363654024049185,-5.993672752445387
PRICKLE2,-0.2825353340868922,2.5269048177652573,-1.4942817653105407,0.16359399051193604,0.42363654024049185,-5.993747835194504
FBXL16,0.25296941034796994,2.4848061724994563,1.4939969653839331,0.16366727771179962,0.4237049262643083,-5.994130158537036
PMM1,-0.27179208529073146,5.413671236186403,-1.4939773858581145,0.16367231712391028,0.4237049262643083,-5.994156440880592
CCDC163,-0.27046180063669156,4.726079055477884,-1.493856679252531,0.16370338774743484,0.42371815648804817,-5.99431846496528
SLC4A2,-0.1860489781188094,6.309619595946702,-1.4930175172154647,0.16391953355496222,0.4242103419508631,-5.995444631953117
PROCA1,0.39908139797179965,3.2929376003053017,1.492896505747833,0.1639507231381411,0.4242237956659383,-5.9956069967378545
UBQLN4,-0.20586849012230043,6.144713479773794,-1.4927468948538078,0.1639892910167068,0.4242563334878251,-5.995807722302511
CD209D,-0.21586454030948118,2.029314718509875,-1.4926319860020354,0.16401891842828087,0.42426573479974644,-5.995961880878853
VAC14,0.10742893040201877,8.910244433941799,1.4917327795489437,0.16425092349801515,0.42479853800263084,-5.997167962553965
WIZ,-0.30291267015128087,2.8107740854808982,-1.4911090862395835,0.16441200892146754,0.42514778352601285,-5.9980042253307335
SLC22A1,0.2801291902262534,3.0326225757228173,1.490953422419689,0.16445223443396456,0.4251844401126516,-5.998212907233457
LONP1,-0.13916926066786112,7.416034759721199,-1.4904228241807198,0.16458941137293887,0.42547170928557304,-5.998924116172107
TMEM163,-0.25828000627373554,4.1720354725830155,-1.490188973063858,0.16464990074154315,0.42556067773609935,-5.999237515191113
MCEE,0.1539248692427693,7.424541127713196,1.4899813571833673,0.16470361996054295,0.4255691147614156,-5.999515727572764
SH3BP4,0.3074638551139572,4.850820433575696,1.48997481974633,0.1647053117233098,0.4255691147614156,-5.999524487548039
ELMOD3,0.16242083030905952,6.4674295082496736,1.4898070607748282,0.16474872962472473,0.4256139229083186,-5.999749271038109
DNAJC5B,0.2932572115846883,2.814325884240717,1.4895130151166918,0.16482485567631128,0.42574320214412925,-6.000143228339518
BTNL1,-0.25599579956592095,1.9008774783210631,-1.4891822427663761,0.16491052611422966,0.4258464346144681,-6.000586330290377
1700017B05RIK,0.191221181791938,7.222908742209029,1.4891392434608506,0.16492166579738288,0.4258464346144681,-6.000643927315043
FBLN5,-0.32192962308980194,3.0425302475111025,-1.4890405418691306,0.16494723852813464,0.4258464346144681,-6.000776132707209
ALDH3B2,-0.24805978465129946,3.7733459655449213,-1.4889558542756332,0.16496918306992292,0.4258464346144681,-6.000889562517916
OTUD7A,0.24236569647058342,1.9046650274277024,1.4885103957999104,0.1650846531318581,0.4259631213266127,-6.001486135745035
HPCAL1,0.17145802060274812,8.09060571044606,1.4884837134525224,0.16509157183380285,0.4259631213266127,-6.00152186592795
PTBP1,0.09367540803047752,9.632050699098727,1.4884794439615585,0.16509267893102267,0.4259631213266127,-6.001527583140419
GLRX2,0.19478814572315978,5.229674301878373,1.4881230156715552,0.1651851248126089,0.4261342827866924,-6.002004832946499
NET1,-0.2023519265721672,5.805704329143721,-1.4878860149961026,0.16524661968807278,0.4262255572927819,-6.002322130096939
KLK15,0.24846504821520535,2.334457893044283,1.4877055244337591,0.16529346500691805,0.4262790228855928,-6.0025637490335235
C1QBP,-0.16452006567528402,7.82344772698961,-1.4873612258235163,0.16538285744100095,0.4264052909357552,-6.003024600842492
GLRX3,0.19486620043878317,6.570866560964463,1.487268961054173,0.16540681978579633,0.4264052909357552,-6.003148087476426
DCUN1D5,-0.14749615493046822,7.488020517185018,-1.4871390133293154,0.1654405739377316,0.4264052909357552,-6.0033220002023375
TMCO1,-0.14303806918441253,8.174148351673715,-1.486850725232348,0.16551547841321376,0.4264052909357552,-6.003707788600891
ANAPC4,0.13747468500370105,7.657700699807478,1.4867834882102866,0.1655329524673287,0.4264052909357552,-6.003797758393007
LPAR4,0.248890993834205,2.3520850202129937,1.486736950360922,0.16554504799569997,0.4264052909357552,-6.003860029072998
A1BG,0.284585491242521,1.8432755978165494,1.4866373325356408,0.1655709419516518,0.4264052909357552,-6.003993319908442
TMEM41A,-0.15746312842780455,7.0778390626115,-1.4864681269983804,0.1656149320225976,0.4264052909357552,-6.004219707141396
WDR86,0.30384806975533174,2.857695460622002,1.4864639344725668,0.16561602212331195,0.4264052909357552,-6.004225316283133
VMN2R74,0.25983587244470524,1.9166149789767066,1.4863330346972516,0.16565006053978065,0.4264052909357552,-6.004400440644578
RALB,-0.10250031936932485,9.030496706809627,-1.4863145641638427,0.16565486399373108,0.4264052909357552,-6.004425150643148
KCNK2,0.3351718023222886,3.7345393374666402,1.48631049805007,0.1656559214448979,0.4264052909357552,-6.004430590289166
CASP8AP2,-0.16419136758056266,6.332801464254555,-1.4861523349167407,0.1656970585349225,0.42644392768953093,-6.004642173280061
CCL22,-0.2791057439779317,4.876354701978425,-1.4860111022663682,0.1657337995453262,0.4264712401353955,-6.00483109494684
CES1G,-0.34593101641588303,2.5524146853641896,-1.4858504650859927,0.1657755970598216,0.4265115534694843,-6.005045958946373
ATL3,0.1298328551283885,9.102919902020759,1.4857101000437183,0.16581212721216376,0.4265383042327718,-6.005233694940075
GALNT14,-0.23647081867093275,2.1928550287566733,-1.4855417289713184,0.1658559550854493,0.4265681148053434,-6.005458873124948
APOF,0.30841561303694104,2.5096375067243386,1.4854647944889483,0.16587598484680274,0.4265681148053434,-6.005561759112669
DENND3,0.2998675022195722,4.342401300974197,1.485338280865344,0.16590892697068077,0.426585618464942,-6.005730940616183
SKINT5,-0.17515104643462373,1.2784586245432352,-1.4849950824280298,0.16599831865264758,0.42674823705284515,-6.006189838021833
TAB3,0.1634943245324704,6.616805318525989,1.4845780018758954,0.16610700982733753,0.42689778806233325,-6.00674743051113
SNCA,-0.3134045018241833,4.663808450093853,-1.4845284683719429,0.16611992231587888,0.42689778806233325,-6.006813644691485
LCE3B,0.20360301294744326,1.809016962610391,1.484470802414756,0.16613495587378635,0.42689778806233325,-6.006890728136751
SERHL,0.25994564196032627,5.271393961254589,1.4838221329538324,0.16630414498749582,0.4271721023441043,-6.007757683790811
4930449I24RIK,-0.4164991295666721,2.1621302077697733,-1.4837666845253115,0.16631861417683497,0.4271721023441043,-6.0078317797768985
UBR2,-0.11014895994886593,8.218021651200221,-1.483760512311451,0.16632022487420553,0.4271721023441043,-6.007840027621191
DSP,0.23928333732758023,2.7288819597128953,1.4833230443860494,0.16643442037202738,0.4273981449515782,-6.0084245522914985
ABO,-0.2900146419083839,2.1012061280963286,-1.4825564290736777,0.16663469799433864,0.4278451377479307,-6.009448594212948
BTBD6,-0.21119184128894727,5.646441596139628,-1.4824085709826342,0.16667334958896163,0.4278770701464347,-6.009646062290451
UNC5CL,0.2542037336390877,2.538405324737513,1.4817442626489286,0.16684710145061124,0.4282557618928883,-6.010533101683166
RFESD,-0.2064086321338587,5.985410962202683,-1.4805428705331027,0.16716172399297816,0.42899585833543863,-6.012136632387144
CAPN1,0.11494376472403463,8.92597640036244,1.4791703159698362,0.1675217936917734,0.4298328495959774,-6.01396756549794
HOXA2,0.32921864780949706,2.5253714934500877,1.4790989504339969,0.16754053358225757,0.4298328495959774,-6.014062733551347
MARF1,0.10451565663626791,8.585367922063313,1.4789072140805593,0.1675908905752008,0.42989447052780566,-6.014318404601485
AAMP,-0.16136852041807653,7.487522544413844,-1.4786997261201975,0.16764539914192572,0.42993133449930576,-6.014595054933844
XRCC4,0.19412054225076186,5.908616424975251,1.4786519862240772,0.16765794290455097,0.42993133449930576,-6.014658704427971
DEF6,-0.12927671020821285,7.126745194860309,-1.4779456503915807,0.16784362827344096,0.43033988386413813,-6.01560027180317
CTNND2,0.21015319979855765,5.696813419628684,1.4775842812661182,0.16793869510730292,0.4305160014985705,-6.0160818727550165
NANP,-0.40207260300915537,5.344106720793564,-1.4768855863966888,0.16812263451824078,0.4307176719159965,-6.017012810511436
SLC2A6,-0.2224772193867176,8.377679902360024,-1.4768726544755677,0.1681260406216512,0.4307176719159965,-6.0170300381925275
LCN12,0.29879945420105747,3.4800185693300394,1.4767394830793195,0.16816111971375308,0.4307176719159965,-6.017207441002573
KPNA6,0.15035226760055487,7.739938504783553,1.47667191001829,0.16817892174364116,0.4307176719159965,-6.017297453657889
GRIPAP1,0.10777074573169004,8.043021018642902,1.47667027423927,0.16817935270739856,0.4307176719159965,-6.017299632610925
RLN3,0.38578749161668613,3.7285753195831695,1.4766243299431188,0.16819145761818458,0.4307176719159965,-6.017360832438976
KRT83,0.29489829747886454,1.7518970994314462,1.4765396922221325,0.16821375901316651,0.4307176719159965,-6.017473570311098
MASP1,0.22856190109135163,2.151206205300096,1.47648385016622,0.16822847435758348,0.4307176719159965,-6.0175479498667555
IFT46,-0.14337670953865267,7.254790507611128,-1.4762418336379959,0.16829226264028252,0.4308134113573857,-6.017870285390772
PRAP1,0.2673439998958012,2.168089508175836,1.4759412527103448,0.1683715156021123,0.43089789742495205,-6.018270572548887
ZFP647,-0.3072636021546025,3.5841863304360753,-1.4757579986217877,0.16841984916396277,0.43089789742495205,-6.018514587657764
SMARCC2,-0.11469108325048182,9.193056774794936,-1.4756326469273437,0.16845291772471327,0.43089789742495205,-6.0186814902744015
IFNA13,-0.23836935348473293,1.5496024062246603,-1.4756262530811919,0.16845460461045547,0.43089789742495205,-6.018690003267151
SLC29A1,0.21930623522428971,2.0506566502345245,1.4756161684891442,0.16845726525356078,0.43089789742495205,-6.018703430199717
PLA2G2E,-0.2011357766099495,5.2840781878548615,-1.474946549757784,0.16863401304396491,0.4312824131782506,-6.0195948447606895
WNT8A,0.2725792194847388,3.19683961616671,1.474834629593912,0.16866357018823228,0.4312904265411761,-6.0197438097314535
KLHDC4,-0.3067868130748541,4.611379959645644,-1.4746664776631238,0.16870798599931822,0.43133642661041227,-6.019967604700604
ANGPT1,-0.25263405702228636,2.898687541710724,-1.4743798395017955,0.1687837219794786,0.4314624761392404,-6.020349055066969
PHLDA3,0.22479878780914903,5.850322014128844,1.4739847462811035,0.16888816187151617,0.4315964013301583,-6.020874753853353
SLC36A3,0.23814576465513804,2.181349051568505,1.4739815864059693,0.16888899738363689,0.4315964013301583,-6.020878957908284
CHORDC1,0.11217844992572373,8.736315273854098,1.4738627967694253,0.1689204094788737,0.43160909885945165,-6.0210369972053295
OTX1,-0.3106344608733525,3.6726594337437177,-1.4735237731411586,0.16901008659908748,0.4317706422711388,-6.021487992205262
OTOF,0.24572849415090975,2.9158758348755622,1.4730670660962932,0.16913095731976488,0.4319992249348204,-6.022095429726068
SKINT6,-0.41310820612763394,1.8888093099750858,-1.4729857104887638,0.16915249641946067,0.4319992249348204,-6.02220362261831
NKAPL,-0.30578630077818686,2.9763665301143547,-1.4727969989432477,0.16920246731689884,0.4320579262153101,-6.022454570346184
MARVELD2,0.4084571739065869,2.9410268757214526,1.4725601154579653,0.16926521206118336,0.4320579262153101,-6.022769546664763
EIF3I,-0.18529039666581246,8.854720163728704,-1.4724662754116185,0.16929007354515294,0.4320579262153101,-6.022894313436316
CABLES2,0.29800762817669924,6.135989311535079,1.4723970278359293,0.16930842163576326,0.4320579262153101,-6.022986379445999
NKX6-1,-0.24392167134401244,2.9471333392037926,-1.4723363039720967,0.1693245126540546,0.4320579262153101,-6.023067110646467
PCDH20,0.282948899292602,2.4017838323869647,1.4722928759844567,0.16933602129786485,0.4320579262153101,-6.023124845957952
TOM1L2,-0.2942219397650052,4.336410359367618,-1.472128098785145,0.16937969421035354,0.4320579262153101,-6.023343898613229
NCEH1,0.12311380697491282,9.797900653445456,1.4720288832410235,0.16940599516927504,0.4320579262153101,-6.023475786603495
POLI,0.23620140441931173,6.404653949898369,1.4719997475651685,0.16941371938353048,0.4320579262153101,-6.023514515760847
PLSCR5,-0.2427893920045045,2.5681987022986448,-1.4718041284814019,0.16946558814025067,0.43212268858384184,-6.023774532997619
VMN1R172,-0.2115534688499505,1.3653486484099369,-1.4715726870229517,0.16952697282611748,0.43221169173194146,-6.024082135739519
ATF2,-0.12876734548824859,8.10544560991709,-1.4712666894736612,0.1696081610781984,0.43235062026375043,-6.024488779657643
IMPA1,0.11768931733510378,8.135944717363792,1.4710705970236608,0.16966020645716,0.43235062026375043,-6.024749339777493
HSPB6,0.16523685307138225,6.154357307194065,1.4710678658947973,0.16966093142931757,0.43235062026375043,-6.024752968633652
FGFRL1,-0.24201876838896996,3.783065670976451,-1.4707433987088647,0.16974707940773992,0.4325026272390151,-6.0251840569268165
AKAP12,0.4661094452195693,3.384530504300846,1.4703770411947772,0.16984439452842187,0.43268303535085095,-6.025670724852722
PTTG1IP,-0.1459472472034989,8.610524139311487,-1.469896788236033,0.16997203589660428,0.43293533425335595,-6.026308568903778
TTYH2,0.15746779188392682,8.312046682641009,1.4696313533940468,0.17004261824751848,0.43293533425335595,-6.0266610445432205
OFCC1,0.244992343028518,2.101402745275715,1.4695876500405312,0.1700542419053226,0.43293533425335595,-6.0267190749413695
ZFP58,-0.2535279400259036,5.091014063885317,-1.4695501214558566,0.17006422381995404,0.43293533425335595,-6.026768905411698
BCAT1,-0.23873029125581402,2.5881188571743525,-1.4695056441990895,0.17007605460314412,0.43293533425335595,-6.026827961235252
ADAM39,-0.2395908801286047,1.2665436621321453,-1.4681030160940305,0.17044950991785163,0.43381832229520884,-6.0286897264197625
1700003E24RIK,-0.2776760550848915,2.6965873515100656,-1.4676152851330244,0.1705795345310987,0.4340261545645835,-6.0293368340930575
ANKRD10,-0.2661746978944329,5.128045555362741,-1.46759722331203,0.17058435127630212,0.4340261545645835,-6.02936079525718
ZYX,0.10832330933294125,8.159925167689119,1.4672265882075273,0.17068321832564728,0.4342100201856632,-6.029852443638145
PPP1R12C,-0.12016266817785526,8.06212009272928,-1.4670506627374034,0.17073016366111732,0.4342617627048086,-6.030085780250889
LTN1,-0.1229131419774157,7.152903367012838,-1.4660016113896808,0.17101033010943906,0.4348724526465887,-6.031476789604865
SEPHS1,0.15477219928630412,7.999030435804495,1.4659521724544824,0.1710235432874925,0.4348724526465887,-6.031542327722434
ZFP511,-0.1580944391279037,7.370425295948067,-1.4655529273404353,0.17113027856765087,0.4350760758226164,-6.03207152809625
NTRK1,0.2713948597601929,2.9607377011606077,1.4652646356212986,0.17120738667422591,0.43520432413903054,-6.03245359969998
ASB16,-0.2583860400871406,2.0512013955092465,-1.4651507248114906,0.17123786207973254,0.4352140119690742,-6.032604551319105
ZFP772,0.4931908240765204,4.360050589633655,1.4648781898702086,0.17131079420148196,0.43533158694637836,-6.032965675705541
KCNC2,-0.28928186378144866,1.5710196815570654,-1.4640606695943719,0.17152972726821705,0.43580128372196697,-6.0340486679026215
SNUPN,0.20948908928801976,5.250335837678041,1.4639870817767395,0.17154944591618898,0.43580128372196697,-6.03414613196742
PNPO,-0.17064735599217065,6.620292302295097,-1.4638877072351633,0.17157607746944364,0.43580128372196697,-6.034277744306912
UNC119,-0.2355613913291175,6.555066220622752,-1.4637893895701213,0.1716024292660876,0.43580128372196697,-6.034407951042299
ZKSCAN3,0.1532071534172173,6.784331793915822,1.4633982282482205,0.17170730535510836,0.43595986371003187,-6.034925926660234
RBM4,-0.1610066657442354,6.226552430785684,-1.4633572622508886,0.1717182921083075,0.43595986371003187,-6.034980168465137
FBXW28,-0.4515101788675284,1.671259435824287,-1.4629729317338205,0.17182139574376612,0.4361165265905075,-6.03548899918289
HSD3B4,-0.2568260413967803,3.6555534769641884,-1.4629280540052942,0.17183343845751464,0.4361165265905075,-6.035548408802633
PLEC,-0.1712601712254736,8.184195324640955,-1.4625830206129868,0.1719260505332273,0.4362359745765598,-6.036005127058688
DPPA3,-0.28009919733889005,4.7518607221566675,-1.4625535767756783,0.17193395567032285,0.4362359745765598,-6.036044098324664
KLRC3,-0.3494859584538779,1.2905402727321893,-1.4623382235413986,0.17199178355737627,0.436314872742228,-6.036329119561175
CCDC9,-0.21217461071449997,5.269684964673785,-1.461322104040315,0.17226486203978322,0.43693971689407024,-6.037673581111394
PPP1CB,-0.09297410217604567,9.369395385498171,-1.4610046375328254,0.17235025593115594,0.4369895095438943,-6.038093503534407
OLFM2,0.252139360626088,2.91010034848882,1.460978879733705,0.17235718599157854,0.4369895095438943,-6.038127571468334
RDH19,0.2195022301556108,1.6278044404552858,1.4609505360192128,0.17236481206001664,0.4369895095438943,-6.03816505913694
ABCA4,-0.24096550341378395,2.273919055031418,-1.4604380304459932,0.1725027548855055,0.4372713100234851,-6.038842820012012
GOLGA7,0.09880914323388405,8.602399185070887,1.459808245142881,0.17267239310258267,0.4376333540714836,-6.039675459135488
FAM169B,-0.2811276398733626,2.434030588369932,-1.4596250545226024,0.17272176384705823,0.4376905184772061,-6.039917610332986
